x,y
120.50208735368463,14.960034294880987
120.52530699327644,14.871975519593295
120.55183965364184,14.789816282140327
120.58156554524744,14.713352591304094
120.61436487856007,14.642380455866611
120.6501178640463,14.57669588460989
120.68870471217289,14.51609488631594
120.73000563340653,14.460373469766775
120.77390083821388,14.409327643744405
120.82027053706169,14.362753417030843
120.86899494041668,14.320446798408112
120.91995425874553,14.282203796658212
120.9730287025149,14.247820420563158
121.02809848219154,14.217092678904969
121.0850438082421,14.189816580465648
121.14374489113332,14.16578813402721
121.20408194133186,14.14480334837167
121.26593516930444,14.126658232281038
121.32918478551774,14.111148794537321
121.39371100043851,14.098071043922545
121.45939402453344,14.087220989218713
121.52611406826915,14.078394639207835
121.59375134211241,14.071388002671927
121.66218605652995,14.06599708839301
121.73129842198834,14.062017905153075
121.80096864895444,14.05924646173416
121.8710769478948,14.057478766918257
121.94150352927625,14.056510829487385
122.0121286035654,14.056138658223562
122.082832381229,14.056158261908793
122.1534950727337,14.056365649325093
122.22399688854622,14.056556829254472
122.29421803913326,14.056527810478945
122.36403873496154,14.056074601780523
122.43333918649775,14.054993211941222
122.50199960420852,14.053079649743045
122.56990019856066,14.050129923968015
122.63692118002082,14.045940043398138
122.70294275905567,14.040306016815432
122.76784514613195,14.033023853001902
122.83150855171634,14.023889560739562
122.89381318627555,14.012699148810432
122.95463926027627,13.999248625996513
123.01386698418521,13.983334001079825
123.07137656846905,13.964751282842379
123.12704822359451,13.943296480066184
123.18076216002827,13.918765601533256
123.232398588237,13.890954656025603
123.28183771868748,13.859659652325243
123.32895976184636,13.824676599214184
123.37364492818031,13.785801505474442
123.41577351217056,13.742831775710622
123.45523603586875,13.695734736179189
123.49194291812837,13.644808280146378
123.52580686847813,13.59038835833363
123.55674059644662,13.532810921462374
123.5846568115625,13.472411920254052
123.60946822335438,13.409527305430089
123.63108754135098,13.344493027711923
123.64942747508088,13.277645037820994
123.66440073407277,13.209319286478735
123.67592002785527,13.139851724406572
123.68389806595705,13.069578302325954
123.68824755790673,12.998834970958304
123.688881213233,12.927957681025065
123.68571174146443,12.857282383247668
123.67865185212975,12.787145028347544
123.66761425475755,12.717881567046135
123.65251165887648,12.649827950064871
123.63325677401524,12.58332012812519
123.6097623097024,12.518694051948524
123.58194097546668,12.456285672256312
123.54970548083666,12.396430939769981
123.51296853534106,12.339465805210978
123.47164284850842,12.285726219300722
123.42567974873647,12.235510531189504
123.37542001560666,12.188737897762177
123.32143004936262,12.145107798538518
123.26427901007631,12.10431702590915
123.2045360578198,12.066062372264703
123.14277035266508,12.030040629995796
123.07955105468422,11.995948591493066
123.01544732394919,11.963483049147127
