x_start,y_start,x_end,y_end
122.35413,11.55432,122.974,10.4018
122.35413,11.55432,123.464,12.265
123.403,13.7574,123.464,12.265
123.403,13.7574,121.747,14.06
124.367,8.38799,124.175,7.79414
124.367,8.38799,122.974,10.4018
122.188,17.3748,120.993,15.9361
120.993,15.9361,120.365,15.9377
124.175,7.79414,124.127,6.77321
120.365,15.9377,120.502,14.9603
120.502,14.9603,121.747,14.06
118.455978,7.004574,119.483887,4.755836
119.483887,4.755836,124.127,6.77321
