ID,CONCEPT,DOCULECT,FORM,TOKENS
1,I,AGTA,ijok,i j o k
93,I,AKLANON,aku,a k u
185,I,ARTA,tan,t a n
277,I,ATTA PAMPLONA,sikan,s i k a n
369,I,BAJAU WEST COAST,aku,a k u
461,I,BALANGAW,haʔon,h a ʔ o n
553,I,BALANGINGI SAMA,aku,a k u
645,I,BANTON BANTOANON,ako,a k o
737,I,BASQUE,nik,n i k
829,I,BATAK PALAWAN,aku,a k u
921,I,BILAAN KORONADAL,agu,a g u
1013,I,BILAAN SARANGANI,agu,a g u
1105,I,BONGGI,ou,o u
1197,I,BONTOC GUINAANG,sakʔən,s a k ʔ ə n
1289,I,BUHI,ʔaku,ʔ a k u
1381,I,BUKIDNON BINUKID,janʔa,j a n ʔ a
1473,I,BUTUANON,ako,a k o
1565,I,CAIJIA,ŋuo,ŋ u o
1657,I,CEBUANO,ako,a k o
1749,I,CENTRAL TAGBANWA,ako,a k o
1841,I,CUYONON,ako,a k o
1933,I,DARAGA,ʔaku,ʔ a k u
2025,I,DUMAGAT CASIGURAN,sakən,s a k ə n
2117,I,DUPANINGAN AGTA,hikan,h i k a n
2209,I,ENGLISH,Ei,i
2301,I,ESKAYAN,narin,n a r i n
2393,I,ESTONIAN,mina,m i n a
2485,I,FINNISH,minE,m i n
2577,I,FUZHOU CHINESE,ŋuai,ŋ u a i
2669,I,GADDANG,ikkanak,i kk a n a k
2761,I,HANUNOO,aku,a k u
2853,I,HIGAONON BINUKID,janʔa,j a n ʔ a
2945,I,HUNGARIAN,en,e n
3037,I,IBANAG,soʔ,s o ʔ
3129,I,IDAAN,aku,a k u
3221,I,IFUGAO AMGANAD,haʔʔon,h a o n
3313,I,IFUGAO BATAD,haʔʔin,h a i n
3405,I,IFUGAO BAYNINAN,haʔʔen,h a e n
3497,I,ILOKANO,siak,s i a k
3589,I,ILONGOT KAKIDUGEN,siʔak,s i ʔ a k
3681,I,INIBALOI,siʔkak,s i ʔ k a k
3773,I,IRANUN,aku,a k u
3865,I,IRIGA,ʔaku,ʔ a k u
3957,I,ISNAG,ijaʔ,i j a ʔ
4049,I,ITAWIT,jEkEn,j k n
4141,I,ITNEG BINONGAN,dijakən,d i j a k ə n
4233,I,JAPANESE,wataSi,w a t a i
4325,I,KADAZAN,zou,z o u
4417,I,KAGAYANEN,a,a
4509,I,KALAGAN,aku,a k u
4601,I,KALINGA GUINAANG,saʔon,s a ʔ o n
4693,I,KALINGA LIMOS,sakon,s a k o n
4785,I,KALLAHAN KAYAPA PROPER,hiʔgak,h i ʔ g a k
4877,I,KANKANAY NORTHERN,sakʔin,s a k ʔ i n
4969,I,KAPAMPANGAN,aku,a k u
5061,I,KINARAY A,ako,a k o
5153,I,KOREAN,na,n a
5245,I,LEGAZPI,ʔaku,ʔ a k u
5337,I,LIBON,ʔaku,ʔ a k u
5429,I,LIVE,minama,m i n a m a
5521,I,MAMANWA,haʔo,h a ʔ o
5613,I,MANIDE,haku,h a k u
5705,I,MANOBO ATA,sikanak,s i k a n a k
5797,I,MANOBO DIBABAWON,siʔak,s i ʔ a k
5889,I,MANOBO ILIANEN,siʔakən,s i ʔ a k ə n
5981,I,MANOBO KALAMANSIG COTABATO,akən,a k ə n
6073,I,MANOBO SARANGANI,siʔak,s i ʔ a k
6165,I,MANOBO TIGWA,siʔak,s i ʔ a k
6257,I,MANOBO WESTERN BUKIDNON,siʔak,s i ʔ a k
6349,I,MANSAKA,aku,a k u
6441,I,MAPUN,aku,a k u
6533,I,MARANAO,ako,a k o
6625,I,MASBATENYO,ako,a k o
6717,I,MINANGALI LOWER TANUDAN KALINGA,sakon,s a k o n
6809,I,MOKSHA,mon,m o n
6901,I,MOLBOG,aku,a k u
6993,I,MONGOLIAN,pji,p j i
7085,I,MORO MAGINDANAU,aku,a k u
7177,I,NORTHERN CATANDUANES,ʔaku,ʔ a k u
7269,I,NORTHERN SORSOGON,ʔaku,ʔ a k u
7361,I,OAS,ʔaku,ʔ a k u
7453,I,PALAWANO BATAK,aku,a k u
7545,I,PANGASINAN,siak,s i a k
7637,I,PANGUTARAN SAMA,aku,a k u
7729,I,PROTO PALAWAN,ʔaku,ʔ a k u
7821,I,QUEZON PALAWAN,aku,a k u
7913,I,ROMBLOMANON 2,ʔaku,ʔ a k u
8005,I,SAMAL,aku,a k u
8097,I,SAMBAL BOTOLAN,hiko,h i k o
8189,I,SANGIL SARANGANI ISLANDS,iaʔ,i a ʔ
8281,I,SEDANG,a,a
8373,I,SIBUTU SOUTHERN SAMA,aku,a k u
8465,I,SOGODNIN BORACAY,ak,a k
8557,I,SOUTH SAAMI,manə,m a n ə
8649,I,SOUTHERN CATANDUANES,ʔaku,ʔ a k u
8741,I,SOUTHERN SORSOGON,ʔaku,ʔ a k u
8833,I,SOUTHWEST PALAWANO,ako,a k o
8925,I,SPANISH,jo,j o
9017,I,SUBANON SIOCON,akon,a k o n
9109,I,SUBANUN SINDANGAN,inan,i n a n
9201,I,SURIGAONON,ako,a k o
9293,I,TAGABAWA,a,a
9385,I,TAGABILI,oʔuh,o ʔ u h
9477,I,TAGALOG,ako,a k o
9569,I,TAGBANWA ABORLAN,aku,a k u
9661,I,TAGBANWA KALAMIAN,juu,j uu
9753,I,TAUSUG,akuh,a k u h
9845,I,TIMUGON MURUT,aku,a k u
9937,I,TIRURAY,begen,b e g e n
10029,I,TURKISH,ben,b e n
10121,I,UGARITIC,an,a n
10213,I,UMIRAY DUMAGET AGTA,ako,a k o
10305,I,WARAY WARAY,ako,a k o
10397,I,YAKAN,aku,a k u
10489,I,YOGAD,ku,k u
10581,I,ZAMBOANGUENO,jo,j o
10673,I,IMOROD,,
10765,I,BABUYAN,,
10857,I,BISAYA SABAH,,
10949,I,CAPIZNON,,
11041,I,FINALLIG,,
11133,I,HILIGAYNON,,
11225,I,INABAKNON,,
11317,I,KALAGAN KAAGAN,,
11409,I,KANKANAEY,,
11501,I,MANDAYAN BOSO,,
11593,I,MANDAYAN ISLAM PISO,,
11685,I,SINAUNA,,
11777,I,SOUTHERN KALINGA,,
2,all,AGTA,,
94,all,AKLANON,,
186,all,ARTA,,
278,all,ATTA PAMPLONA,,
370,all,BAJAU WEST COAST,,
462,all,BALANGAW,,
554,all,BALANGINGI SAMA,,
646,all,BANTON BANTOANON,,
738,all,BASQUE,guztiz,g u z t i z
830,all,BATAK PALAWAN,,
922,all,BILAAN KORONADAL,,
1014,all,BILAAN SARANGANI,,
1106,all,BONGGI,,
1198,all,BONTOC GUINAANG,,
1290,all,BUHI,,
1382,all,BUKIDNON BINUKID,alan,a l a n
1474,all,BUTUANON,,
1566,all,CAIJIA,,
1658,all,CEBUANO,,
1750,all,CENTRAL TAGBANWA,,
1842,all,CUYONON,,
1934,all,DARAGA,,
2026,all,DUMAGAT CASIGURAN,,
2118,all,DUPANINGAN AGTA,,
2210,all,ENGLISH,ol,o l
2302,all,ESKAYAN,,
2394,all,ESTONIAN,koik,k o i k
2486,all,FINNISH,kaikki,k a i kk i
2578,all,FUZHOU CHINESE,,
2670,all,GADDANG,,
2762,all,HANUNOO,tanan,t a n a n
2854,all,HIGAONON BINUKID,alan,a l a n
2946,all,HUNGARIAN,mind,m i n d
3038,all,IBANAG,,
3130,all,IDAAN,,
3222,all,IFUGAO AMGANAD,,
3314,all,IFUGAO BATAD,,
3406,all,IFUGAO BAYNINAN,,
3498,all,ILOKANO,,
3590,all,ILONGOT KAKIDUGEN,,
3682,all,INIBALOI,,
3774,all,IRANUN,,
3866,all,IRIGA,,
3958,all,ISNAG,,
4050,all,ITAWIT,,
4142,all,ITNEG BINONGAN,,
4234,all,JAPANESE,subete,s u b e t e
4326,all,KADAZAN,,
4418,all,KAGAYANEN,,
4510,all,KALAGAN,,
4602,all,KALINGA GUINAANG,,
4694,all,KALINGA LIMOS,,
4786,all,KALLAHAN KAYAPA PROPER,,
4878,all,KANKANAY NORTHERN,,
4970,all,KAPAMPANGAN,laganus,l a g a n u s
5062,all,KINARAY A,,
5154,all,KOREAN,modun,m o d u n
5246,all,LEGAZPI,,
5338,all,LIBON,,
5430,all,LIVE,,
5522,all,MAMANWA,,
5614,all,MANIDE,,
5706,all,MANOBO ATA,,
5798,all,MANOBO DIBABAWON,,
5890,all,MANOBO ILIANEN,,
5982,all,MANOBO KALAMANSIG COTABATO,,
6074,all,MANOBO SARANGANI,,
6166,all,MANOBO TIGWA,,
6258,all,MANOBO WESTERN BUKIDNON,,
6350,all,MANSAKA,,
6442,all,MAPUN,,
6534,all,MARANAO,,
6626,all,MASBATENYO,,
6718,all,MINANGALI LOWER TANUDAN KALINGA,,
6810,all,MOKSHA,sjembje,s j e m b j e
6902,all,MOLBOG,,
6994,all,MONGOLIAN,,
7086,all,MORO MAGINDANAU,,
7178,all,NORTHERN CATANDUANES,,
7270,all,NORTHERN SORSOGON,,
7362,all,OAS,,
7454,all,PALAWANO BATAK,,
7546,all,PANGASINAN,,
7638,all,PANGUTARAN SAMA,,
7730,all,PROTO PALAWAN,,
7822,all,QUEZON PALAWAN,,
7914,all,ROMBLOMANON 2,,
8006,all,SAMAL,,
8098,all,SAMBAL BOTOLAN,,
8190,all,SANGIL SARANGANI ISLANDS,,
8282,all,SEDANG,tai taŋ,t a i # t a ŋ
8374,all,SIBUTU SOUTHERN SAMA,,
8466,all,SOGODNIN BORACAY,,
8558,all,SOUTH SAAMI,,
8650,all,SOUTHERN CATANDUANES,,
8742,all,SOUTHERN SORSOGON,,
8834,all,SOUTHWEST PALAWANO,,
8926,all,SPANISH,todos,t o d o s
9018,all,SUBANON SIOCON,,
9110,all,SUBANUN SINDANGAN,,
9202,all,SURIGAONON,,
9294,all,TAGABAWA,,
9386,all,TAGABILI,,
9478,all,TAGALOG,lahat,l a h a t
9570,all,TAGBANWA ABORLAN,,
9662,all,TAGBANWA KALAMIAN,,
9754,all,TAUSUG,,
9846,all,TIMUGON MURUT,,
9938,all,TIRURAY,,
10030,all,TURKISH,bitin,b i t i n
10122,all,UGARITIC,,
10214,all,UMIRAY DUMAGET AGTA,,
10306,all,WARAY WARAY,,
10398,all,YAKAN,,
10490,all,YOGAD,,
10582,all,ZAMBOANGUENO,,
10674,all,IMOROD,akano,a k a n o
10766,all,BABUYAN,,
10858,all,BISAYA SABAH,,
10950,all,CAPIZNON,,
11042,all,FINALLIG,,
11134,all,HILIGAYNON,,
11226,all,INABAKNON,,
11318,all,KALAGAN KAAGAN,,
11410,all,KANKANAEY,,
11502,all,MANDAYAN BOSO,,
11594,all,MANDAYAN ISLAM PISO,,
11686,all,SINAUNA,,
11778,all,SOUTHERN KALINGA,,
3,ash,AGTA,,
95,ash,AKLANON,,
187,ash,ARTA,,
279,ash,ATTA PAMPLONA,,
371,ash,BAJAU WEST COAST,,
463,ash,BALANGAW,,
555,ash,BALANGINGI SAMA,,
647,ash,BANTON BANTOANON,,
739,ash,BASQUE,hauc,h a u c
831,ash,BATAK PALAWAN,,
923,ash,BILAAN KORONADAL,,
1015,ash,BILAAN SARANGANI,,
1107,ash,BONGGI,,
1199,ash,BONTOC GUINAANG,,
1291,ash,BUHI,,
1383,ash,BUKIDNON BINUKID,abu,a b u
1475,ash,BUTUANON,,
1567,ash,CAIJIA,,
1659,ash,CEBUANO,,
1751,ash,CENTRAL TAGBANWA,,
1843,ash,CUYONON,,
1935,ash,DARAGA,,
2027,ash,DUMAGAT CASIGURAN,,
2119,ash,DUPANINGAN AGTA,,
2211,ash,ENGLISH,ES,
2303,ash,ESKAYAN,,
2395,ash,ESTONIAN,tuk,t u k
2487,ash,FINNISH,tuhka,t u h k a
2579,ash,FUZHOU CHINESE,,
2671,ash,GADDANG,,
2763,ash,HANUNOO,ajum,a j u m
2855,ash,HIGAONON BINUKID,abu,a b u
2947,ash,HUNGARIAN,hamu,h a m u
3039,ash,IBANAG,,
3131,ash,IDAAN,,
3223,ash,IFUGAO AMGANAD,,
3315,ash,IFUGAO BATAD,,
3407,ash,IFUGAO BAYNINAN,,
3499,ash,ILOKANO,,
3591,ash,ILONGOT KAKIDUGEN,,
3683,ash,INIBALOI,,
3775,ash,IRANUN,,
3867,ash,IRIGA,,
3959,ash,ISNAG,,
4051,ash,ITAWIT,,
4143,ash,ITNEG BINONGAN,,
4235,ash,JAPANESE,hai,h a i
4327,ash,KADAZAN,,
4419,ash,KAGAYANEN,,
4511,ash,KALAGAN,,
4603,ash,KALINGA GUINAANG,,
4695,ash,KALINGA LIMOS,,
4787,ash,KALLAHAN KAYAPA PROPER,,
4879,ash,KANKANAY NORTHERN,,
4971,ash,KAPAMPANGAN,abu,a b u
5063,ash,KINARAY A,,
5155,ash,KOREAN,CE,
5247,ash,LEGAZPI,,
5339,ash,LIBON,,
5431,ash,LIVE,,
5523,ash,MAMANWA,,
5615,ash,MANIDE,,
5707,ash,MANOBO ATA,,
5799,ash,MANOBO DIBABAWON,,
5891,ash,MANOBO ILIANEN,,
5983,ash,MANOBO KALAMANSIG COTABATO,,
6075,ash,MANOBO SARANGANI,,
6167,ash,MANOBO TIGWA,,
6259,ash,MANOBO WESTERN BUKIDNON,,
6351,ash,MANSAKA,,
6443,ash,MAPUN,,
6535,ash,MARANAO,,
6627,ash,MASBATENYO,,
6719,ash,MINANGALI LOWER TANUDAN KALINGA,,
6811,ash,MOKSHA,kulu,k u l u
6903,ash,MOLBOG,,
6995,ash,MONGOLIAN,,
7087,ash,MORO MAGINDANAU,,
7179,ash,NORTHERN CATANDUANES,,
7271,ash,NORTHERN SORSOGON,,
7363,ash,OAS,,
7455,ash,PALAWANO BATAK,,
7547,ash,PANGASINAN,,
7639,ash,PANGUTARAN SAMA,,
7731,ash,PROTO PALAWAN,,
7823,ash,QUEZON PALAWAN,,
7915,ash,ROMBLOMANON 2,,
8007,ash,SAMAL,,
8099,ash,SAMBAL BOTOLAN,,
8191,ash,SANGIL SARANGANI ISLANDS,,
8283,ash,SEDANG,kodʒa,k o dʒ a
8375,ash,SIBUTU SOUTHERN SAMA,,
8467,ash,SOGODNIN BORACAY,,
8559,ash,SOUTH SAAMI,,
8651,ash,SOUTHERN CATANDUANES,,
8743,ash,SOUTHERN SORSOGON,,
8835,ash,SOUTHWEST PALAWANO,,
8927,ash,SPANISH,senisa,s e n i s a
9019,ash,SUBANON SIOCON,,
9111,ash,SUBANUN SINDANGAN,,
9203,ash,SURIGAONON,,
9295,ash,TAGABAWA,,
9387,ash,TAGABILI,,
9479,ash,TAGALOG,abo,a b o
9571,ash,TAGBANWA ABORLAN,,
9663,ash,TAGBANWA KALAMIAN,,
9755,ash,TAUSUG,,
9847,ash,TIMUGON MURUT,,
9939,ash,TIRURAY,,
10031,ash,TURKISH,kil,k i l
10123,ash,UGARITIC,,
10215,ash,UMIRAY DUMAGET AGTA,,
10307,ash,WARAY WARAY,,
10399,ash,YAKAN,,
10491,ash,YOGAD,,
10583,ash,ZAMBOANGUENO,,
10675,ash,IMOROD,avo,a v o
10767,ash,BABUYAN,,
10859,ash,BISAYA SABAH,,
10951,ash,CAPIZNON,,
11043,ash,FINALLIG,,
11135,ash,HILIGAYNON,,
11227,ash,INABAKNON,,
11319,ash,KALAGAN KAAGAN,,
11411,ash,KANKANAEY,,
11503,ash,MANDAYAN BOSO,,
11595,ash,MANDAYAN ISLAM PISO,,
11687,ash,SINAUNA,,
11779,ash,SOUTHERN KALINGA,,
4,big,AGTA,,
96,big,AKLANON,,
188,big,ARTA,,
280,big,ATTA PAMPLONA,,
372,big,BAJAU WEST COAST,,
464,big,BALANGAW,,
556,big,BALANGINGI SAMA,,
648,big,BANTON BANTOANON,,
740,big,BASQUE,haundi,h a u n d i
832,big,BATAK PALAWAN,,
924,big,BILAAN KORONADAL,,
1016,big,BILAAN SARANGANI,,
1108,big,BONGGI,,
1200,big,BONTOC GUINAANG,,
1292,big,BUHI,,
1384,big,BUKIDNON BINUKID,aragi,a r a g i
1476,big,BUTUANON,,
1568,big,CAIJIA,,
1660,big,CEBUANO,,
1752,big,CENTRAL TAGBANWA,,
1844,big,CUYONON,,
1936,big,DARAGA,,
2028,big,DUMAGAT CASIGURAN,,
2120,big,DUPANINGAN AGTA,,
2212,big,ENGLISH,big,b i g
2304,big,ESKAYAN,,
2396,big,ESTONIAN,sur,s u r
2488,big,FINNISH,iso,i s o
2580,big,FUZHOU CHINESE,,
2672,big,GADDANG,,
2764,big,HANUNOO,dada,d a d a
2856,big,HIGAONON BINUKID,aragi,a r a g i
2948,big,HUNGARIAN,nagj,n a g j
3040,big,IBANAG,,
3132,big,IDAAN,,
3224,big,IFUGAO AMGANAD,,
3316,big,IFUGAO BATAD,,
3408,big,IFUGAO BAYNINAN,,
3500,big,ILOKANO,,
3592,big,ILONGOT KAKIDUGEN,,
3684,big,INIBALOI,,
3776,big,IRANUN,,
3868,big,IRIGA,,
3960,big,ISNAG,,
4052,big,ITAWIT,,
4144,big,ITNEG BINONGAN,,
4236,big,JAPANESE,okina,o k i n a
4328,big,KADAZAN,,
4420,big,KAGAYANEN,,
4512,big,KALAGAN,,
4604,big,KALINGA GUINAANG,,
4696,big,KALINGA LIMOS,,
4788,big,KALLAHAN KAYAPA PROPER,,
4880,big,KANKANAY NORTHERN,,
4972,big,KAPAMPANGAN,maragul,m a r a g u l
5064,big,KINARAY A,,
5156,big,KOREAN,kun,k u n
5248,big,LEGAZPI,,
5340,big,LIBON,,
5432,big,LIVE,,
5524,big,MAMANWA,,
5616,big,MANIDE,,
5708,big,MANOBO ATA,,
5800,big,MANOBO DIBABAWON,,
5892,big,MANOBO ILIANEN,,
5984,big,MANOBO KALAMANSIG COTABATO,,
6076,big,MANOBO SARANGANI,,
6168,big,MANOBO TIGWA,,
6260,big,MANOBO WESTERN BUKIDNON,,
6352,big,MANSAKA,,
6444,big,MAPUN,,
6536,big,MARANAO,,
6628,big,MASBATENYO,,
6720,big,MINANGALI LOWER TANUDAN KALINGA,,
6812,big,MOKSHA,ocju,o c j u
6904,big,MOLBOG,,
6996,big,MONGOLIAN,,
7088,big,MORO MAGINDANAU,,
7180,big,NORTHERN CATANDUANES,,
7272,big,NORTHERN SORSOGON,,
7364,big,OAS,,
7456,big,PALAWANO BATAK,,
7548,big,PANGASINAN,,
7640,big,PANGUTARAN SAMA,,
7732,big,PROTO PALAWAN,,
7824,big,QUEZON PALAWAN,,
7916,big,ROMBLOMANON 2,,
8008,big,SAMAL,,
8100,big,SAMBAL BOTOLAN,,
8192,big,SANGIL SARANGANI ISLANDS,,
8284,big,SEDANG,kan,k a n
8376,big,SIBUTU SOUTHERN SAMA,,
8468,big,SOGODNIN BORACAY,,
8560,big,SOUTH SAAMI,,
8652,big,SOUTHERN CATANDUANES,,
8744,big,SOUTHERN SORSOGON,,
8836,big,SOUTHWEST PALAWANO,,
8928,big,SPANISH,grande,g r a n d e
9020,big,SUBANON SIOCON,,
9112,big,SUBANUN SINDANGAN,,
9204,big,SURIGAONON,,
9296,big,TAGABAWA,,
9388,big,TAGABILI,,
9480,big,TAGALOG,malaki,m a l a k i
9572,big,TAGBANWA ABORLAN,,
9664,big,TAGBANWA KALAMIAN,,
9756,big,TAUSUG,,
9848,big,TIMUGON MURUT,,
9940,big,TIRURAY,,
10032,big,TURKISH,bijik,b i j i k
10124,big,UGARITIC,,
10216,big,UMIRAY DUMAGET AGTA,,
10308,big,WARAY WARAY,,
10400,big,YAKAN,,
10492,big,YOGAD,,
10584,big,ZAMBOANGUENO,,
10676,big,IMOROD,rako,r a k o
10768,big,BABUYAN,,
10860,big,BISAYA SABAH,,
10952,big,CAPIZNON,,
11044,big,FINALLIG,,
11136,big,HILIGAYNON,,
11228,big,INABAKNON,,
11320,big,KALAGAN KAAGAN,,
11412,big,KANKANAEY,,
11504,big,MANDAYAN BOSO,,
11596,big,MANDAYAN ISLAM PISO,,
11688,big,SINAUNA,,
11780,big,SOUTHERN KALINGA,,
5,bird,AGTA,,
97,bird,AKLANON,,
189,bird,ARTA,,
281,bird,ATTA PAMPLONA,,
373,bird,BAJAU WEST COAST,,
465,bird,BALANGAW,,
557,bird,BALANGINGI SAMA,,
649,bird,BANTON BANTOANON,,
741,bird,BASQUE,Cori,o r i
833,bird,BATAK PALAWAN,,
925,bird,BILAAN KORONADAL,,
1017,bird,BILAAN SARANGANI,,
1109,bird,BONGGI,,
1201,bird,BONTOC GUINAANG,,
1293,bird,BUHI,,
1385,bird,BUKIDNON BINUKID,tagbis,t a g b i s
1477,bird,BUTUANON,,
1569,bird,CAIJIA,,
1661,bird,CEBUANO,,
1753,bird,CENTRAL TAGBANWA,,
1845,bird,CUYONON,,
1937,bird,DARAGA,,
2029,bird,DUMAGAT CASIGURAN,,
2121,bird,DUPANINGAN AGTA,,
2213,bird,ENGLISH,bərd,b ə r d
2305,bird,ESKAYAN,,
2397,bird,ESTONIAN,lind,l i n d
2489,bird,FINNISH,lintu,l i n t u
2581,bird,FUZHOU CHINESE,,
2673,bird,GADDANG,,
2765,bird,HANUNOO,manuk,m a n u k
2857,bird,HIGAONON BINUKID,tagbis,t a g b i s
2949,bird,HUNGARIAN,madar,m a d a r
3041,bird,IBANAG,,
3133,bird,IDAAN,,
3225,bird,IFUGAO AMGANAD,,
3317,bird,IFUGAO BATAD,,
3409,bird,IFUGAO BAYNINAN,,
3501,bird,ILOKANO,,
3593,bird,ILONGOT KAKIDUGEN,,
3685,bird,INIBALOI,,
3777,bird,IRANUN,,
3869,bird,IRIGA,,
3961,bird,ISNAG,,
4053,bird,ITAWIT,,
4145,bird,ITNEG BINONGAN,,
4237,bird,JAPANESE,tori,t o r i
4329,bird,KADAZAN,,
4421,bird,KAGAYANEN,,
4513,bird,KALAGAN,,
4605,bird,KALINGA GUINAANG,,
4697,bird,KALINGA LIMOS,,
4789,bird,KALLAHAN KAYAPA PROPER,,
4881,bird,KANKANAY NORTHERN,,
4973,bird,KAPAMPANGAN,ajup,a j u p
5065,bird,KINARAY A,,
5157,bird,KOREAN,sE,s
5249,bird,LEGAZPI,,
5341,bird,LIBON,,
5433,bird,LIVE,,
5525,bird,MAMANWA,,
5617,bird,MANIDE,,
5709,bird,MANOBO ATA,,
5801,bird,MANOBO DIBABAWON,,
5893,bird,MANOBO ILIANEN,,
5985,bird,MANOBO KALAMANSIG COTABATO,,
6077,bird,MANOBO SARANGANI,,
6169,bird,MANOBO TIGWA,,
6261,bird,MANOBO WESTERN BUKIDNON,,
6353,bird,MANSAKA,,
6445,bird,MAPUN,,
6537,bird,MARANAO,,
6629,bird,MASBATENYO,,
6721,bird,MINANGALI LOWER TANUDAN KALINGA,,
6813,bird,MOKSHA,narmo5,n a r m o
6905,bird,MOLBOG,,
6997,bird,MONGOLIAN,,
7089,bird,MORO MAGINDANAU,,
7181,bird,NORTHERN CATANDUANES,,
7273,bird,NORTHERN SORSOGON,,
7365,bird,OAS,,
7457,bird,PALAWANO BATAK,,
7549,bird,PANGASINAN,,
7641,bird,PANGUTARAN SAMA,,
7733,bird,PROTO PALAWAN,,
7825,bird,QUEZON PALAWAN,,
7917,bird,ROMBLOMANON 2,,
8009,bird,SAMAL,,
8101,bird,SAMBAL BOTOLAN,,
8193,bird,SANGIL SARANGANI ISLANDS,,
8285,bird,SEDANG,Cem,e m
8377,bird,SIBUTU SOUTHERN SAMA,,
8469,bird,SOGODNIN BORACAY,,
8561,bird,SOUTH SAAMI,,
8653,bird,SOUTHERN CATANDUANES,,
8745,bird,SOUTHERN SORSOGON,,
8837,bird,SOUTHWEST PALAWANO,,
8929,bird,SPANISH,ave,a v e
9021,bird,SUBANON SIOCON,,
9113,bird,SUBANUN SINDANGAN,,
9205,bird,SURIGAONON,,
9297,bird,TAGABAWA,,
9389,bird,TAGABILI,,
9481,bird,TAGALOG,ibon,i b o n
9573,bird,TAGBANWA ABORLAN,,
9665,bird,TAGBANWA KALAMIAN,,
9757,bird,TAUSUG,,
9849,bird,TIMUGON MURUT,,
9941,bird,TIRURAY,,
10033,bird,TURKISH,kuS,k u
10125,bird,UGARITIC,,
10217,bird,UMIRAY DUMAGET AGTA,,
10309,bird,WARAY WARAY,,
10401,bird,YAKAN,,
10493,bird,YOGAD,,
10585,bird,ZAMBOANGUENO,,
10677,bird,IMOROD,miasasalap,m i a s a s a l a p
10769,bird,BABUYAN,,
10861,bird,BISAYA SABAH,,
10953,bird,CAPIZNON,,
11045,bird,FINALLIG,,
11137,bird,HILIGAYNON,,
11229,bird,INABAKNON,,
11321,bird,KALAGAN KAAGAN,,
11413,bird,KANKANAEY,,
11505,bird,MANDAYAN BOSO,,
11597,bird,MANDAYAN ISLAM PISO,,
11689,bird,SINAUNA,,
11781,bird,SOUTHERN KALINGA,,
6,bite,AGTA,,
98,bite,AKLANON,,
190,bite,ARTA,,
282,bite,ATTA PAMPLONA,,
374,bite,BAJAU WEST COAST,,
466,bite,BALANGAW,,
558,bite,BALANGINGI SAMA,,
650,bite,BANTON BANTOANON,,
742,bite,BASQUE,hozka,h o z k a
834,bite,BATAK PALAWAN,,
926,bite,BILAAN KORONADAL,,
1018,bite,BILAAN SARANGANI,,
1110,bite,BONGGI,,
1202,bite,BONTOC GUINAANG,,
1294,bite,BUHI,,
1386,bite,BUKIDNON BINUKID,kagat,k a g a t
1478,bite,BUTUANON,,
1570,bite,CAIJIA,,
1662,bite,CEBUANO,,
1754,bite,CENTRAL TAGBANWA,,
1846,bite,CUYONON,,
1938,bite,DARAGA,,
2030,bite,DUMAGAT CASIGURAN,,
2122,bite,DUPANINGAN AGTA,,
2214,bite,ENGLISH,bEit,b i t
2306,bite,ESKAYAN,,
2398,bite,ESTONIAN,hammusta,h a mm u s t a
2490,bite,FINNISH,pure,p u r e
2582,bite,FUZHOU CHINESE,,
2674,bite,GADDANG,,
2766,bite,HANUNOO,kagat,k a g a t
2858,bite,HIGAONON BINUKID,kagat,k a g a t
2950,bite,HUNGARIAN,harap,h a r a p
3042,bite,IBANAG,,
3134,bite,IDAAN,,
3226,bite,IFUGAO AMGANAD,,
3318,bite,IFUGAO BATAD,,
3410,bite,IFUGAO BAYNINAN,,
3502,bite,ILOKANO,,
3594,bite,ILONGOT KAKIDUGEN,,
3686,bite,INIBALOI,,
3778,bite,IRANUN,,
3870,bite,IRIGA,,
3962,bite,ISNAG,,
4054,bite,ITAWIT,,
4146,bite,ITNEG BINONGAN,,
4238,bite,JAPANESE,kamu,k a m u
4330,bite,KADAZAN,,
4422,bite,KAGAYANEN,,
4514,bite,KALAGAN,,
4606,bite,KALINGA GUINAANG,,
4698,bite,KALINGA LIMOS,,
4790,bite,KALLAHAN KAYAPA PROPER,,
4882,bite,KANKANAY NORTHERN,,
4974,bite,KAPAMPANGAN,ket,k e t
5066,bite,KINARAY A,,
5158,bite,KOREAN,mul,m u l
5250,bite,LEGAZPI,,
5342,bite,LIBON,,
5434,bite,LIVE,,
5526,bite,MAMANWA,,
5618,bite,MANIDE,,
5710,bite,MANOBO ATA,,
5802,bite,MANOBO DIBABAWON,,
5894,bite,MANOBO ILIANEN,,
5986,bite,MANOBO KALAMANSIG COTABATO,,
6078,bite,MANOBO SARANGANI,,
6170,bite,MANOBO TIGWA,,
6262,bite,MANOBO WESTERN BUKIDNON,,
6354,bite,MANSAKA,,
6446,bite,MAPUN,,
6538,bite,MARANAO,,
6630,bite,MASBATENYO,,
6722,bite,MINANGALI LOWER TANUDAN KALINGA,,
6814,bite,MOKSHA,suskoms,s u s k o ms
6906,bite,MOLBOG,,
6998,bite,MONGOLIAN,,
7090,bite,MORO MAGINDANAU,,
7182,bite,NORTHERN CATANDUANES,,
7274,bite,NORTHERN SORSOGON,,
7366,bite,OAS,,
7458,bite,PALAWANO BATAK,,
7550,bite,PANGASINAN,,
7642,bite,PANGUTARAN SAMA,,
7734,bite,PROTO PALAWAN,,
7826,bite,QUEZON PALAWAN,,
