ID,CONCEPT,DOCULECT,FORM,TOKENS
846,dry,BATAK PALAWAN,,
938,dry,BILAAN KORONADAL,,
1030,dry,BILAAN SARANGANI,,
1122,dry,BONGGI,,
1214,dry,BONTOC GUINAANG,,
1306,dry,BUHI,,
1398,dry,BUKIDNON BINUKID,mamara,m a m a r a
1490,dry,BUTUANON,,
1582,dry,CAIJIA,,
1674,dry,CEBUANO,,
1766,dry,CENTRAL TAGBANWA,,
1858,dry,CUYONON,,
1950,dry,DARAGA,,
2042,dry,DUMAGAT CASIGURAN,,
2134,dry,DUPANINGAN AGTA,,
2226,dry,ENGLISH,drEi,d r i
2318,dry,ESKAYAN,,
2410,dry,ESTONIAN,kuiv,k u i v
2502,dry,FINNISH,kuiva,k u i v a
2594,dry,FUZHOU CHINESE,,
2686,dry,GADDANG,,
2778,dry,HANUNOO,uga,u g a
2870,dry,HIGAONON BINUKID,mamara,m a m a r a
2962,dry,HUNGARIAN,saraz,s a r a z
3054,dry,IBANAG,,
3146,dry,IDAAN,,
3238,dry,IFUGAO AMGANAD,,
3330,dry,IFUGAO BATAD,,
3422,dry,IFUGAO BAYNINAN,,
3514,dry,ILOKANO,,
3606,dry,ILONGOT KAKIDUGEN,,
3698,dry,INIBALOI,,
3790,dry,IRANUN,,
3882,dry,IRIGA,,
3974,dry,ISNAG,,
4066,dry,ITAWIT,,
4158,dry,ITNEG BINONGAN,,
4250,dry,JAPANESE,kawaita,k a w a i t a
4342,dry,KADAZAN,,
4434,dry,KAGAYANEN,,
4526,dry,KALAGAN,,
4618,dry,KALINGA GUINAANG,,
4710,dry,KALINGA LIMOS,,
4802,dry,KALLAHAN KAYAPA PROPER,,
4894,dry,KANKANAY NORTHERN,,
4986,dry,KAPAMPANGAN,maliŋiʔ,m a l i ŋ i ʔ
5078,dry,KINARAY A,,
5170,dry,KOREAN,marun,m a r u n
5262,dry,LEGAZPI,,
5354,dry,LIBON,,
5446,dry,LIVE,,
5538,dry,MAMANWA,,
5630,dry,MANIDE,,
5722,dry,MANOBO ATA,,
5814,dry,MANOBO DIBABAWON,,
5906,dry,MANOBO ILIANEN,,
5998,dry,MANOBO KALAMANSIG COTABATO,,
6090,dry,MANOBO SARANGANI,,
6182,dry,MANOBO TIGWA,,
6274,dry,MANOBO WESTERN BUKIDNON,,
6366,dry,MANSAKA,,
6458,dry,MAPUN,,
6550,dry,MARANAO,,
6642,dry,MASBATENYO,,
6734,dry,MINANGALI LOWER TANUDAN KALINGA,,
6826,dry,MOKSHA,kosjke,k o s j k e
6918,dry,MOLBOG,,
7010,dry,MONGOLIAN,,
7102,dry,MORO MAGINDANAU,,
7194,dry,NORTHERN CATANDUANES,,
7286,dry,NORTHERN SORSOGON,,
7378,dry,OAS,,
7470,dry,PALAWANO BATAK,,
7562,dry,PANGASINAN,,
7654,dry,PANGUTARAN SAMA,,
7746,dry,PROTO PALAWAN,,
7838,dry,QUEZON PALAWAN,,
7930,dry,ROMBLOMANON 2,,
8022,dry,SAMAL,,
8114,dry,SAMBAL BOTOLAN,,
8206,dry,SANGIL SARANGANI ISLANDS,,
8298,dry,SEDANG,koCoh,k o o h
8390,dry,SIBUTU SOUTHERN SAMA,,
8482,dry,SOGODNIN BORACAY,,
8574,dry,SOUTH SAAMI,,
8666,dry,SOUTHERN CATANDUANES,,
8758,dry,SOUTHERN SORSOGON,,
8850,dry,SOUTHWEST PALAWANO,,
8942,dry,SPANISH,seko,s e k o
9034,dry,SUBANON SIOCON,,
9126,dry,SUBANUN SINDANGAN,,
9218,dry,SURIGAONON,,
9310,dry,TAGABAWA,,
9402,dry,TAGABILI,,
9494,dry,TAGALOG,tujo,t u j o
9586,dry,TAGBANWA ABORLAN,,
9678,dry,TAGBANWA KALAMIAN,,
9770,dry,TAUSUG,,
9862,dry,TIMUGON MURUT,,
9954,dry,TIRURAY,,
10046,dry,TURKISH,kuru,k u r u
10138,dry,UGARITIC,,
10230,dry,UMIRAY DUMAGET AGTA,,
10322,dry,WARAY WARAY,,
10414,dry,YAKAN,,
10506,dry,YOGAD,,
10598,dry,ZAMBOANGUENO,,
10690,dry,IMOROD,akdʒit,a k dʒ i t
10782,dry,BABUYAN,,
10874,dry,BISAYA SABAH,,
10966,dry,CAPIZNON,,
11058,dry,FINALLIG,,
11150,dry,HILIGAYNON,,
11242,dry,INABAKNON,,
11334,dry,KALAGAN KAAGAN,,
11426,dry,KANKANAEY,,
11518,dry,MANDAYAN BOSO,,
11610,dry,MANDAYAN ISLAM PISO,,
11702,dry,SINAUNA,,
11794,dry,SOUTHERN KALINGA,,
19,ear,AGTA,boŋboŋ,b o ŋ b o ŋ
111,ear,AKLANON,duxuŋgan,d u x u ŋ g a n
203,ear,ARTA,,
295,ear,ATTA PAMPLONA,taliŋa,t a l i ŋ a
387,ear,BAJAU WEST COAST,,
479,ear,BALANGAW,iŋo,i ŋ o
571,ear,BALANGINGI SAMA,taiŋa,t a i ŋ a
663,ear,BANTON BANTOANON,taliŋa,t a l i ŋ a
755,ear,BASQUE,belarri,b e l a rr i
847,ear,BATAK PALAWAN,taliŋa,t a l i ŋ a
939,ear,BILAAN KORONADAL,kliŋə,k l i ŋ ə
1031,ear,BILAAN SARANGANI,kliŋə,k l i ŋ ə
1123,ear,BONGGI,,
1215,ear,BONTOC GUINAANG,koləŋ,k o l ə ŋ
1307,ear,BUHI,taliŋa,t a l i ŋ a
1399,ear,BUKIDNON BINUKID,taliŋa,t a l i ŋ a
1491,ear,BUTUANON,taliŋa,t a l i ŋ a
1583,ear,CAIJIA,nikha,n i kh a
1675,ear,CEBUANO,daluŋgan,d a l u ŋ g a n
1767,ear,CENTRAL TAGBANWA,taliŋa,t a l i ŋ a
1859,ear,CUYONON,taliŋa,t a l i ŋ a
1951,ear,DARAGA,taliŋa,t a l i ŋ a
2043,ear,DUMAGAT CASIGURAN,taliŋaʔ,t a l i ŋ a ʔ
2135,ear,DUPANINGAN AGTA,taliŋa,t a l i ŋ a
2227,ear,ENGLISH,ir,i r
2319,ear,ESKAYAN,klabara,k l a b a r a
2411,ear,ESTONIAN,korv,k o r v
2503,ear,FINNISH,korva,k o r v a
2595,ear,FUZHOU CHINESE,ŋai,ŋ a i
2687,ear,GADDANG,lajag,l a j a g
2779,ear,HANUNOO,tuli,t u l i
2871,ear,HIGAONON BINUKID,taliŋa,t a l i ŋ a
2963,ear,HUNGARIAN,fil,f i l
3055,ear,IBANAG,taliŋa,t a l i ŋ a
3147,ear,IDAAN,toliŋo,t o l i ŋ o
3239,ear,IFUGAO AMGANAD,iŋa,i ŋ a
3331,ear,IFUGAO BATAD,iŋa,i ŋ a
3423,ear,IFUGAO BAYNINAN,iŋa,i ŋ a
3515,ear,ILOKANO,lapajag,l a p a j a g
3607,ear,ILONGOT KAKIDUGEN,taliŋa,t a l i ŋ a
3699,ear,INIBALOI,taŋida,t a ŋ i d a
3791,ear,IRANUN,taŋila,t a ŋ i l a
3883,ear,IRIGA,taliŋa,t a l i ŋ a
3975,ear,ISNAG,taliŋa,t a l i ŋ a
4067,ear,ITAWIT,dErEŋgEŋ,d r ŋ g ŋ
4159,ear,ITNEG BINONGAN,iŋa,i ŋ a
4251,ear,JAPANESE,mimi,m i m i
4343,ear,KADAZAN,tohiŋo,t o h i ŋ o
4435,ear,KAGAYANEN,taliŋa,t a l i ŋ a
4527,ear,KALAGAN,taliŋa,t a l i ŋ a
4619,ear,KALINGA GUINAANG,iŋa,i ŋ a
4711,ear,KALINGA LIMOS,iŋa,i ŋ a
4803,ear,KALLAHAN KAYAPA PROPER,ŋila,ŋ i l a
4895,ear,KANKANAY NORTHERN,iŋa,i ŋ a
4987,ear,KAPAMPANGAN,balugbug,b a l u g b u g
5079,ear,KINARAY A,taliŋa,t a l i ŋ a
5171,ear,KOREAN,kwi,kw i
5263,ear,LEGAZPI,taliŋa,t a l i ŋ a
5355,ear,LIBON,taliŋa,t a l i ŋ a
5447,ear,LIVE,kuora,k u o r a
5539,ear,MAMANWA,taliŋa,t a l i ŋ a
5631,ear,MANIDE,seweŋ,s e w e ŋ
5723,ear,MANOBO ATA,taliŋa,t a l i ŋ a
5815,ear,MANOBO DIBABAWON,taliŋa,t a l i ŋ a
5907,ear,MANOBO ILIANEN,təliŋa,t ə l i ŋ a
5999,ear,MANOBO KALAMANSIG COTABATO,təliŋa,t ə l i ŋ a
6091,ear,MANOBO SARANGANI,toliŋa,t o l i ŋ a
6183,ear,MANOBO TIGWA,taliŋa,t a l i ŋ a
6275,ear,MANOBO WESTERN BUKIDNON,təliŋa,t ə l i ŋ a
6367,ear,MANSAKA,tariŋa,t a r i ŋ a
6459,ear,MAPUN,tiŋa,t i ŋ a
6551,ear,MARANAO,taŋila,t a ŋ i l a
6643,ear,MASBATENYO,taliŋa,t a l i ŋ a
6735,ear,MINANGALI LOWER TANUDAN KALINGA,iŋa,i ŋ a
6827,ear,MOKSHA,pilje,p i l j e
6919,ear,MOLBOG,toliŋa,t o l i ŋ a
7011,ear,MONGOLIAN,Chix,i x
7103,ear,MORO MAGINDANAU,taŋila,t a ŋ i l a
7195,ear,NORTHERN CATANDUANES,tariŋa,t a r i ŋ a
7287,ear,NORTHERN SORSOGON,taliŋa,t a l i ŋ a
7379,ear,OAS,taliŋa,t a l i ŋ a
7471,ear,PALAWANO BATAK,taliŋa,t a l i ŋ a
7563,ear,PANGASINAN,lajag,l a j a g
7655,ear,PANGUTARAN SAMA,taiŋa,t a i ŋ a
7747,ear,PROTO PALAWAN,taliŋa,t a l i ŋ a
7839,ear,QUEZON PALAWAN,təliŋa,t ə l i ŋ a
7931,ear,ROMBLOMANON 2,taliŋa,t a l i ŋ a
8023,ear,SAMAL,taliŋa,t a l i ŋ a
8115,ear,SAMBAL BOTOLAN,toli,t o l i
8207,ear,SANGIL SARANGANI ISLANDS,tuli,t u l i
8299,ear,SEDANG,tuan,t u a n
8391,ear,SIBUTU SOUTHERN SAMA,tejŋa,t e j ŋ a
8483,ear,SOGODNIN BORACAY,taliŋa,t a l i ŋ a
8575,ear,SOUTH SAAMI,bieLiə,b i e i ə
8667,ear,SOUTHERN CATANDUANES,tariŋa,t a r i ŋ a
8759,ear,SOUTHERN SORSOGON,taliŋa,t a l i ŋ a
8851,ear,SOUTHWEST PALAWANO,teliŋa,t e l i ŋ a
8943,ear,SPANISH,oreha,o r e h a
9035,ear,SUBANON SIOCON,toliŋa,t o l i ŋ a
9127,ear,SUBANUN SINDANGAN,təliŋa,t ə l i ŋ a
9219,ear,SURIGAONON,taliŋa,t a l i ŋ a
9311,ear,TAGABAWA,,
9403,ear,TAGABILI,kliŋuh,k l i ŋ u h
9495,ear,TAGALOG,teŋa,t e ŋ a
9587,ear,TAGBANWA ABORLAN,taliŋa,t a l i ŋ a
9679,ear,TAGBANWA KALAMIAN,taliŋaʔ,t a l i ŋ a ʔ
9771,ear,TAUSUG,taiŋah,t a i ŋ a h
9863,ear,TIMUGON MURUT,taliŋo,t a l i ŋ o
9955,ear,TIRURAY,keliŋoʔ,k e l i ŋ o ʔ
10047,ear,TURKISH,kulak,k u l a k
10139,ear,UGARITIC,udn,u d n
10231,ear,UMIRAY DUMAGET AGTA,,
10323,ear,WARAY WARAY,taliŋa,t a l i ŋ a
10415,ear,YAKAN,tajiŋe,t a j i ŋ e
10507,ear,YOGAD,bambaŋ,b a m b a ŋ
10599,ear,ZAMBOANGUENO,orehas,o r e h a s
10691,ear,IMOROD,taliŋa,t a l i ŋ a
10783,ear,BABUYAN,tadʒi5a,t a dʒ i a
10875,ear,BISAYA SABAH,teliŋo,t e l i ŋ o
10967,ear,CAPIZNON,duluŋan,d u l u ŋ a n
11059,ear,FINALLIG,iŋa,i ŋ a
11151,ear,HILIGAYNON,duluŋgan,d u l u ŋ g a n
11243,ear,INABAKNON,taliŋa,t a l i ŋ a
11335,ear,KALAGAN KAAGAN,taliŋa,t a l i ŋ a
11427,ear,KANKANAEY,keweŋ,k e w e ŋ
11519,ear,MANDAYAN BOSO,taliŋa,t a l i ŋ a
11611,ear,MANDAYAN ISLAM PISO,taliŋa,t a l i ŋ a
11703,ear,SINAUNA,taliŋa,t a l i ŋ a
11795,ear,SOUTHERN KALINGA,ijaŋa,i j a ŋ a
20,earth,AGTA,,
112,earth,AKLANON,,
204,earth,ARTA,,
296,earth,ATTA PAMPLONA,,
388,earth,BAJAU WEST COAST,,
480,earth,BALANGAW,,
572,earth,BALANGINGI SAMA,,
664,earth,BANTON BANTOANON,,
756,earth,BASQUE,lurbira,l u r b i r a
848,earth,BATAK PALAWAN,,
940,earth,BILAAN KORONADAL,,
1032,earth,BILAAN SARANGANI,,
1124,earth,BONGGI,,
1216,earth,BONTOC GUINAANG,,
1308,earth,BUHI,,
1400,earth,BUKIDNON BINUKID,bugtaʔ,b u g t a ʔ
1492,earth,BUTUANON,,
1584,earth,CAIJIA,,
1676,earth,CEBUANO,,
1768,earth,CENTRAL TAGBANWA,,
1860,earth,CUYONON,,
1952,earth,DARAGA,,
2044,earth,DUMAGAT CASIGURAN,,
2136,earth,DUPANINGAN AGTA,,
2228,earth,ENGLISH,ər8,ə r
2320,earth,ESKAYAN,,
2412,earth,ESTONIAN,ma,m a
2504,earth,FINNISH,maa,m aa
2596,earth,FUZHOU CHINESE,,
2688,earth,GADDANG,,
2780,earth,HANUNOO,dagaʔ,d a g a ʔ
2872,earth,HIGAONON BINUKID,bugtaʔ,b u g t a ʔ
2964,earth,HUNGARIAN,fild,f i l d
3056,earth,IBANAG,,
3148,earth,IDAAN,,
3240,earth,IFUGAO AMGANAD,,
3332,earth,IFUGAO BATAD,,
3424,earth,IFUGAO BAYNINAN,,
3516,earth,ILOKANO,,
3608,earth,ILONGOT KAKIDUGEN,,
3700,earth,INIBALOI,,
3792,earth,IRANUN,,
3884,earth,IRIGA,,
3976,earth,ISNAG,,
4068,earth,ITAWIT,,
4160,earth,ITNEG BINONGAN,,
4252,earth,JAPANESE,Cikju,i k j u
4344,earth,KADAZAN,,
4436,earth,KAGAYANEN,,
4528,earth,KALAGAN,,
4620,earth,KALINGA GUINAANG,,
4712,earth,KALINGA LIMOS,,
4804,earth,KALLAHAN KAYAPA PROPER,,
4896,earth,KANKANAY NORTHERN,,
4988,earth,KAPAMPANGAN,gabun,g a b u n
5080,earth,KINARAY A,,
5172,earth,KOREAN,Cigu,i g u
5264,earth,LEGAZPI,,
5356,earth,LIBON,,
5448,earth,LIVE,,
5540,earth,MAMANWA,,
5632,earth,MANIDE,,
5724,earth,MANOBO ATA,,
5816,earth,MANOBO DIBABAWON,,
5908,earth,MANOBO ILIANEN,,
6000,earth,MANOBO KALAMANSIG COTABATO,,
6092,earth,MANOBO SARANGANI,,
6184,earth,MANOBO TIGWA,,
6276,earth,MANOBO WESTERN BUKIDNON,,
6368,earth,MANSAKA,,
6460,earth,MAPUN,,
6552,earth,MARANAO,,
6644,earth,MASBATENYO,,
6736,earth,MINANGALI LOWER TANUDAN KALINGA,,
6828,earth,MOKSHA,moda,m o d a
6920,earth,MOLBOG,,
7012,earth,MONGOLIAN,,
7104,earth,MORO MAGINDANAU,,
7196,earth,NORTHERN CATANDUANES,,
7288,earth,NORTHERN SORSOGON,,
7380,earth,OAS,,
7472,earth,PALAWANO BATAK,,
7564,earth,PANGASINAN,,
7656,earth,PANGUTARAN SAMA,,
7748,earth,PROTO PALAWAN,,
7840,earth,QUEZON PALAWAN,,
7932,earth,ROMBLOMANON 2,,
8024,earth,SAMAL,,
8116,earth,SAMBAL BOTOLAN,,
8208,earth,SANGIL SARANGANI ISLANDS,,
8300,earth,SEDANG,tonei,t o n e i
8392,earth,SIBUTU SOUTHERN SAMA,,
8484,earth,SOGODNIN BORACAY,,
8576,earth,SOUTH SAAMI,,
8668,earth,SOUTHERN CATANDUANES,,
8760,earth,SOUTHERN SORSOGON,,
8852,earth,SOUTHWEST PALAWANO,,
8944,earth,SPANISH,tiera,t i e r a
9036,earth,SUBANON SIOCON,,
9128,earth,SUBANUN SINDANGAN,,
9220,earth,SURIGAONON,,
9312,earth,TAGABAWA,,
9404,earth,TAGABILI,,
9496,earth,TAGALOG,lupa,l u p a
9588,earth,TAGBANWA ABORLAN,,
9680,earth,TAGBANWA KALAMIAN,,
9772,earth,TAUSUG,,
9864,earth,TIMUGON MURUT,,
9956,earth,TIRURAY,,
10048,earth,TURKISH,toprak,t o p r a k
10140,earth,UGARITIC,,
10232,earth,UMIRAY DUMAGET AGTA,,
10324,earth,WARAY WARAY,,
10416,earth,YAKAN,,
10508,earth,YOGAD,,
10600,earth,ZAMBOANGUENO,,
10692,earth,IMOROD,tana,t a n a
10784,earth,BABUYAN,,
10876,earth,BISAYA SABAH,,
10968,earth,CAPIZNON,,
11060,earth,FINALLIG,,
11152,earth,HILIGAYNON,,
11244,earth,INABAKNON,,
11336,earth,KALAGAN KAAGAN,,
11428,earth,KANKANAEY,,
11520,earth,MANDAYAN BOSO,,
11612,earth,MANDAYAN ISLAM PISO,,
11704,earth,SINAUNA,,
11796,earth,SOUTHERN KALINGA,,
21,eat,AGTA,,
113,eat,AKLANON,,
205,eat,ARTA,,
297,eat,ATTA PAMPLONA,,
389,eat,BAJAU WEST COAST,,
481,eat,BALANGAW,,
573,eat,BALANGINGI SAMA,,
665,eat,BANTON BANTOANON,,
757,eat,BASQUE,janari,j a n a r i
849,eat,BATAK PALAWAN,,
941,eat,BILAAN KORONADAL,,
1033,eat,BILAAN SARANGANI,,
1125,eat,BONGGI,,
1217,eat,BONTOC GUINAANG,,
1309,eat,BUHI,,
1401,eat,BUKIDNON BINUKID,kaʔon,k a ʔ o n
1493,eat,BUTUANON,,
1585,eat,CAIJIA,,
1677,eat,CEBUANO,,
1769,eat,CENTRAL TAGBANWA,,
1861,eat,CUYONON,,
1953,eat,DARAGA,,
2045,eat,DUMAGAT CASIGURAN,,
2137,eat,DUPANINGAN AGTA,,
2229,eat,ENGLISH,it,i t
2321,eat,ESKAYAN,,
2413,eat,ESTONIAN,so,s o
2505,eat,FINNISH,sjə,s j ə
2597,eat,FUZHOU CHINESE,,
2689,eat,GADDANG,,
2781,eat,HANUNOO,kumaʔun,k u m a ʔ u n
2873,eat,HIGAONON BINUKID,kaʔon,k a ʔ o n
2965,eat,HUNGARIAN,en,e n
3057,eat,IBANAG,,
3149,eat,IDAAN,,
3241,eat,IFUGAO AMGANAD,,
3333,eat,IFUGAO BATAD,,
3425,eat,IFUGAO BAYNINAN,,
3517,eat,ILOKANO,,
3609,eat,ILONGOT KAKIDUGEN,,
3701,eat,INIBALOI,,
3793,eat,IRANUN,,
3885,eat,IRIGA,,
3977,eat,ISNAG,,
4069,eat,ITAWIT,,
4161,eat,ITNEG BINONGAN,,
4253,eat,JAPANESE,tabe,t a b e
4345,eat,KADAZAN,,
4437,eat,KAGAYANEN,,
4529,eat,KALAGAN,,
4621,eat,KALINGA GUINAANG,,
4713,eat,KALINGA LIMOS,,
4805,eat,KALLAHAN KAYAPA PROPER,,
4897,eat,KANKANAY NORTHERN,,
4989,eat,KAPAMPANGAN,maŋam,m a ŋ a m
5081,eat,KINARAY A,,
5173,eat,KOREAN,mok,m o k
5265,eat,LEGAZPI,,
5357,eat,LIBON,,
5449,eat,LIVE,,
5541,eat,MAMANWA,,
5633,eat,MANIDE,,
5725,eat,MANOBO ATA,,
5817,eat,MANOBO DIBABAWON,,
5909,eat,MANOBO ILIANEN,,
6001,eat,MANOBO KALAMANSIG COTABATO,,
6093,eat,MANOBO SARANGANI,,
6185,eat,MANOBO TIGWA,,
6277,eat,MANOBO WESTERN BUKIDNON,,
6369,eat,MANSAKA,,
6461,eat,MAPUN,,
6553,eat,MARANAO,,
6645,eat,MASBATENYO,,
6737,eat,MINANGALI LOWER TANUDAN KALINGA,,
6829,eat,MOKSHA,jarxcams,j a r x c a ms
6921,eat,MOLBOG,,
7013,eat,MONGOLIAN,,
7105,eat,MORO MAGINDANAU,,
7197,eat,NORTHERN CATANDUANES,,
7289,eat,NORTHERN SORSOGON,,
7381,eat,OAS,,
7473,eat,PALAWANO BATAK,,
7565,eat,PANGASINAN,,
7657,eat,PANGUTARAN SAMA,,
7749,eat,PROTO PALAWAN,,
7841,eat,QUEZON PALAWAN,,
7933,eat,ROMBLOMANON 2,,
8025,eat,SAMAL,,
8117,eat,SAMBAL BOTOLAN,,
8209,eat,SANGIL SARANGANI ISLANDS,,
8301,eat,SEDANG,ka,k a
8393,eat,SIBUTU SOUTHERN SAMA,,
8485,eat,SOGODNIN BORACAY,,
8577,eat,SOUTH SAAMI,,
8669,eat,SOUTHERN CATANDUANES,,
8761,eat,SOUTHERN SORSOGON,,
8853,eat,SOUTHWEST PALAWANO,,
8945,eat,SPANISH,kome,k o m e
9037,eat,SUBANON SIOCON,,
9129,eat,SUBANUN SINDANGAN,,
9221,eat,SURIGAONON,,
9313,eat,TAGABAWA,,
9405,eat,TAGABILI,,
9497,eat,TAGALOG,kain,k a i n
9589,eat,TAGBANWA ABORLAN,,
9681,eat,TAGBANWA KALAMIAN,,
9773,eat,TAUSUG,,
9865,eat,TIMUGON MURUT,,
9957,eat,TIRURAY,,
10049,eat,TURKISH,je,j e
10141,eat,UGARITIC,,
10233,eat,UMIRAY DUMAGET AGTA,,
10325,eat,WARAY WARAY,,
10417,eat,YAKAN,,
10509,eat,YOGAD,,
10601,eat,ZAMBOANGUENO,,
10693,eat,IMOROD,kan,k a n
10785,eat,BABUYAN,,
10877,eat,BISAYA SABAH,,
10969,eat,CAPIZNON,,
11061,eat,FINALLIG,,
11153,eat,HILIGAYNON,,
11245,eat,INABAKNON,,
11337,eat,KALAGAN KAAGAN,,
11429,eat,KANKANAEY,,
11521,eat,MANDAYAN BOSO,,
11613,eat,MANDAYAN ISLAM PISO,,
11705,eat,SINAUNA,,
11797,eat,SOUTHERN KALINGA,,
22,egg,AGTA,,
114,egg,AKLANON,,
206,egg,ARTA,,
298,egg,ATTA PAMPLONA,,
390,egg,BAJAU WEST COAST,,
482,egg,BALANGAW,,
574,egg,BALANGINGI SAMA,,
666,egg,BANTON BANTOANON,,
758,egg,BASQUE,arraulca,a rr a u l c a
850,egg,BATAK PALAWAN,,
942,egg,BILAAN KORONADAL,,
1034,egg,BILAAN SARANGANI,,
1126,egg,BONGGI,,
1218,egg,BONTOC GUINAANG,,
1310,egg,BUHI,,
1402,egg,BUKIDNON BINUKID,impis,i m p i s
1494,egg,BUTUANON,,
1586,egg,CAIJIA,,
1678,egg,CEBUANO,,
1770,egg,CENTRAL TAGBANWA,,
1862,egg,CUYONON,,
1954,egg,DARAGA,,
2046,egg,DUMAGAT CASIGURAN,,
2138,egg,DUPANINGAN AGTA,,
2230,egg,ENGLISH,eg,e g
2322,egg,ESKAYAN,,
2414,egg,ESTONIAN,muna,m u n a
2506,egg,FINNISH,muna,m u n a
2598,egg,FUZHOU CHINESE,,
2690,egg,GADDANG,,
2782,egg,HANUNOO,itlug,i t l u g
2874,egg,HIGAONON BINUKID,impis,i m p i s
2966,egg,HUNGARIAN,todʒas,t o dʒ a s
3058,egg,IBANAG,,
3150,egg,IDAAN,,
3242,egg,IFUGAO AMGANAD,,
3334,egg,IFUGAO BATAD,,
3426,egg,IFUGAO BAYNINAN,,
3518,egg,ILOKANO,,
3610,egg,ILONGOT KAKIDUGEN,,
3702,egg,INIBALOI,,
3794,egg,IRANUN,,
3886,egg,IRIGA,,
3978,egg,ISNAG,,
4070,egg,ITAWIT,,
4162,egg,ITNEG BINONGAN,,
4254,egg,JAPANESE,tamago,t a m a g o
4346,egg,KADAZAN,,
4438,egg,KAGAYANEN,,
4530,egg,KALAGAN,,
4622,egg,KALINGA GUINAANG,,
4714,egg,KALINGA LIMOS,,
4806,egg,KALLAHAN KAYAPA PROPER,,
4898,egg,KANKANAY NORTHERN,,
4990,egg,KAPAMPANGAN,ebun,e b u n
5082,egg,KINARAY A,,
5174,egg,KOREAN,al,a l
5266,egg,LEGAZPI,,
5358,egg,LIBON,,
5450,egg,LIVE,,
5542,egg,MAMANWA,,
5634,egg,MANIDE,,
5726,egg,MANOBO ATA,,
5818,egg,MANOBO DIBABAWON,,
5910,egg,MANOBO ILIANEN,,
6002,egg,MANOBO KALAMANSIG COTABATO,,
6094,egg,MANOBO SARANGANI,,
6186,egg,MANOBO TIGWA,,
6278,egg,MANOBO WESTERN BUKIDNON,,
6370,egg,MANSAKA,,
6462,egg,MAPUN,,
6554,egg,MARANAO,,
6646,egg,MASBATENYO,,
6738,egg,MINANGALI LOWER TANUDAN KALINGA,,
6830,egg,MOKSHA,al,a l
6922,egg,MOLBOG,,
7014,egg,MONGOLIAN,,
7106,egg,MORO MAGINDANAU,,
7198,egg,NORTHERN CATANDUANES,,
7290,egg,NORTHERN SORSOGON,,
7382,egg,OAS,,
7474,egg,PALAWANO BATAK,,
7566,egg,PANGASINAN,,
7658,egg,PANGUTARAN SAMA,,
7750,egg,PROTO PALAWAN,,
7842,egg,QUEZON PALAWAN,,
7934,egg,ROMBLOMANON 2,,
8026,egg,SAMAL,,
8118,egg,SAMBAL BOTOLAN,,
8210,egg,SANGIL SARANGANI ISLANDS,,
8302,egg,SEDANG,kota,k o t a
8394,egg,SIBUTU SOUTHERN SAMA,,
8486,egg,SOGODNIN BORACAY,,
8578,egg,SOUTH SAAMI,,
8670,egg,SOUTHERN CATANDUANES,,
8762,egg,SOUTHERN SORSOGON,,
8854,egg,SOUTHWEST PALAWANO,,
8946,egg,SPANISH,wevo,w e v o
9038,egg,SUBANON SIOCON,,
9130,egg,SUBANUN SINDANGAN,,
9222,egg,SURIGAONON,,
9314,egg,TAGABAWA,,
9406,egg,TAGABILI,,
9498,egg,TAGALOG,itlog,i t l o g
9590,egg,TAGBANWA ABORLAN,,
9682,egg,TAGBANWA KALAMIAN,,
9774,egg,TAUSUG,,
9866,egg,TIMUGON MURUT,,
9958,egg,TIRURAY,,
10050,egg,TURKISH,jumurta,j u m u r t a
10142,egg,UGARITIC,,
10234,egg,UMIRAY DUMAGET AGTA,,
10326,egg,WARAY WARAY,,
10418,egg,YAKAN,,
10510,egg,YOGAD,,
10602,egg,ZAMBOANGUENO,,
10694,egg,IMOROD,icjoj,i c j o j
10786,egg,BABUYAN,,
10878,egg,BISAYA SABAH,,
10970,egg,CAPIZNON,,
11062,egg,FINALLIG,,
11154,egg,HILIGAYNON,,
11246,egg,INABAKNON,,
11338,egg,KALAGAN KAAGAN,,
11430,egg,KANKANAEY,,
11522,egg,MANDAYAN BOSO,,
11614,egg,MANDAYAN ISLAM PISO,,
11706,egg,SINAUNA,,
11798,egg,SOUTHERN KALINGA,,
23,eye,AGTA,moto,m o t o
115,eye,AKLANON,mata,m a t a
207,eye,ARTA,,
299,eye,ATTA PAMPLONA,mata,m a t a
391,eye,BAJAU WEST COAST,moto,m o t o
483,eye,BALANGAW,mata,m a t a
575,eye,BALANGINGI SAMA,mata,m a t a
667,eye,BANTON BANTOANON,mata,m a t a
759,eye,BASQUE,begi,b e g i
851,eye,BATAK PALAWAN,mata,m a t a
943,eye,BILAAN KORONADAL,mato,m a t o
1035,eye,BILAAN SARANGANI,mata,m a t a
1127,eye,BONGGI,mata,m a t a
1219,eye,BONTOC GUINAANG,mata,m a t a
1311,eye,BUHI,mata,m a t a
1403,eye,BUKIDNON BINUKID,mata,m a t a
1495,eye,BUTUANON,mata,m a t a
1587,eye,CAIJIA,nicr,n i c r
1679,eye,CEBUANO,mata,m a t a
1771,eye,CENTRAL TAGBANWA,mata,m a t a
1863,eye,CUYONON,mataʔ,m a t a ʔ
1955,eye,DARAGA,mata,m a t a
2047,eye,DUMAGAT CASIGURAN,mataʔ,m a t a ʔ
2139,eye,DUPANINGAN AGTA,mataʔ,m a t a ʔ
2231,eye,ENGLISH,Ei,i
