phoneme,n_languages,freq,IDF
ɪɛ,2,9.220839096357768e-4,6.988874330266929
ɪɛː,1,4.610419548178884e-4,7.682021510826875
ɪʌ,1,4.610419548178884e-4,7.682021510826875
ɪː,65,0.02996772706316275,3.507634240931237
ɪˠ,1,4.610419548178884e-4,7.682021510826875
ɪˤ,2,9.220839096357768e-4,6.988874330266929
ɪ̃,68,0.03135085292761641,3.462513805650768
ɪ̃ə̃,1,4.610419548178884e-4,7.682021510826875
ɪ̃ɛ,1,4.610419548178884e-4,7.682021510826875
ɪ̃ɛː,1,4.610419548178884e-4,7.682021510826875
ɪ̃ː,6,0.0027662517289073307,5.890262041598819
ɪ̆,2,9.220839096357768e-4,6.988874330266929
ɪ̈,1,4.610419548178884e-4,7.682021510826875
ɪ̝,1,4.610419548178884e-4,7.682021510826875
ɪ̝ː,1,4.610419548178884e-4,7.682021510826875
ɪ̞,1,4.610419548178884e-4,7.682021510826875
ɪ̤,2,9.220839096357768e-4,6.988874330266929
ɪ̯a,1,4.610419548178884e-4,7.682021510826875
ɪ̯u̞,1,4.610419548178884e-4,7.682021510826875
ɪ̯ɛ,1,4.610419548178884e-4,7.682021510826875
ɪ̰,2,9.220839096357768e-4,6.988874330266929
ɫ,17,0.007837713231904103,4.848808166770659
ɫ̥,1,4.610419548178884e-4,7.682021510826875
ɫ̪,3,0.0013831258644536654,6.583409222158765
ɫ̺,1,4.610419548178884e-4,7.682021510826875
ɬ,102,0.04702627939142462,3.0570486975426032
ɬʟ͓̥,1,4.610419548178884e-4,7.682021510826875
ɬʲ,5,0.002305209774089442,6.072583598392774
ɬʷ,1,4.610419548178884e-4,7.682021510826875
ɬʼ,3,0.0013831258644536654,6.583409222158765
ɬː,3,0.0013831258644536654,6.583409222158765
ɬˠ,1,4.610419548178884e-4,7.682021510826875
ɬ̪,7,0.003227293683725219,5.736111361771561
ɬ̪|ɬ,21,0.009681881051175657,4.637499073103451
ɬ̪ʲ,1,4.610419548178884e-4,7.682021510826875
ɬ̪ʲ|ɬʲ,1,4.610419548178884e-4,7.682021510826875
