"","X","language","cossim_span","cossim_jap","cossim_eng","cossim_unr","latitude","longitude","start_coords","start_nearest","connector_start_geom.x","connector_end_geom.x","row_id","connector_start_geom.y","connector_end_geom.y","land_part_start","sea_part_start","land_len_start","sea_len_start","land_part_end","sea_part_end","land_len_end","sea_len_end","connector_start_penalty","connector_end_penalty","land_geom_start","sea_geom_start","land_geom_end","sea_geom_end","trace_result","tree_dist","path_nodes","geodist_H1_span","plot"
"1",1,"Tiruray",0.015830126114853,0.0751719756734836,0.0375753310155729,0.0388822491557416,6.77321,124.127,
